unique_reaction_id,original_reaction_id,source,reactant_0_fg_counts,reactant_0_num_atoms,reactant_0_num_bonds,reactant_0_MolWt,reactant_0_NumHDonors,reactant_0_NumHAcceptors,reactant_0_atom_features,reactant_0_bond_features,reactant_1_fg_counts,reactant_1_num_atoms,reactant_1_num_bonds,reactant_1_MolWt,reactant_1_NumHDonors,reactant_1_NumHAcceptors,reactant_1_atom_features,reactant_1_bond_features,product_0_num_atoms,product_0_num_bonds,product_0_MolWt,product_0_NumHDonors,product_0_NumHAcceptors,product_0_atom_features,product_0_bond_features,product_1_num_atoms,product_1_num_bonds,product_1_MolWt,product_1_NumHDonors,product_1_NumHAcceptors,product_1_atom_features,product_1_bond_features
1177,rxn_1657,ZEUS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 1, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,53.084,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {1: 2, 0: 1, 3: 1}, 'hybridization_counts': {'SP': 2, 'SP3': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'triple': 1, 'single': 2}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}","{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 2, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,54.09199999999999,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 1: 2}, 'hybridization_counts': {'SP2': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",4,3,54.092,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {1: 1, 0: 1, 2: 1, 3: 1}, 'hybridization_counts': {'SP': 2, 'SP3': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'triple': 1, 'single': 2}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",4,3,53.083999999999996,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 0: 1, 1: 1}, 'hybridization_counts': {'SP2': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}"
1178,rxn_1658,ZEUS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 1, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",5,4,67.11099999999999,0,0,"{'atom_type_counts': {6: 5}, 'num_bonds_counts': {1: 3, 2: 1, 3: 1}, 'formal_charge_counts': {0: 5}, 'chirality_counts': {'unspecified': 5}, 'num_hydrogens_counts': {1: 1, 0: 2, 3: 2}, 'hybridization_counts': {'SP': 2, 'SP3': 3}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12010999999999998)}","{'bond_type_counts': {'triple': 1, 'single': 3}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 4}}","{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 2, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,54.09199999999999,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 1: 2}, 'hybridization_counts': {'SP2': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",5,4,68.119,0,0,"{'atom_type_counts': {6: 5}, 'num_bonds_counts': {1: 3, 2: 1, 3: 1}, 'formal_charge_counts': {0: 5}, 'chirality_counts': {'unspecified': 5}, 'num_hydrogens_counts': {1: 2, 0: 1, 3: 2}, 'hybridization_counts': {'SP': 2, 'SP3': 3}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12010999999999998)}","{'bond_type_counts': {'triple': 1, 'single': 3}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 4}}",4,3,53.083999999999996,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 0: 1, 1: 1}, 'hybridization_counts': {'SP2': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}"
1179,rxn_1659,ZEUS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 2, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",5,4,63.079,0,0,"{'atom_type_counts': {6: 5}, 'num_bonds_counts': {1: 2, 2: 3}, 'formal_charge_counts': {0: 5}, 'chirality_counts': {'unspecified': 5}, 'num_hydrogens_counts': {1: 3, 0: 2}, 'hybridization_counts': {'SP': 4, 'SP3': 1}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12010999999999998)}","{'bond_type_counts': {'triple': 2, 'single': 2}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 4}}","{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 2, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,54.09199999999999,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 1: 2}, 'hybridization_counts': {'SP2': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",5,4,64.08699999999999,0,0,"{'atom_type_counts': {6: 5}, 'num_bonds_counts': {1: 2, 2: 3}, 'formal_charge_counts': {0: 5}, 'chirality_counts': {'unspecified': 5}, 'num_hydrogens_counts': {1: 2, 0: 2, 2: 1}, 'hybridization_counts': {'SP': 4, 'SP3': 1}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12010999999999998)}","{'bond_type_counts': {'triple': 2, 'single': 2}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 4}}",4,3,53.083999999999996,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 0: 1, 1: 1}, 'hybridization_counts': {'SP2': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}"
1180,rxn_1660,ZEUS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 0, 'Alkyne': 2, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",6,5,77.10599999999998,0,0,"{'atom_type_counts': {6: 6}, 'num_bonds_counts': {1: 3, 2: 2, 3: 1}, 'formal_charge_counts': {0: 6}, 'chirality_counts': {'unspecified': 6}, 'num_hydrogens_counts': {1: 2, 0: 3, 3: 1}, 'hybridization_counts': {'SP': 4, 'SP3': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12010999999999998)}","{'bond_type_counts': {'triple': 2, 'single': 3}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 5}}","{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 2, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,54.09199999999999,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 1: 2}, 'hybridization_counts': {'SP2': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",6,5,78.11399999999999,0,0,"{'atom_type_counts': {6: 6}, 'num_bonds_counts': {1: 3, 2: 2, 3: 1}, 'formal_charge_counts': {0: 6}, 'chirality_counts': {'unspecified': 6}, 'num_hydrogens_counts': {1: 3, 0: 2, 3: 1}, 'hybridization_counts': {'SP': 4, 'SP3': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12010999999999998)}","{'bond_type_counts': {'triple': 2, 'single': 3}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 5}}",4,3,53.083999999999996,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 0: 1, 1: 1}, 'hybridization_counts': {'SP2': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}"
1181,rxn_1661,ZEUS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 2, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,54.09199999999999,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 1: 2}, 'hybridization_counts': {'SP2': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}","{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 1, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",7,7,91.13299999999998,0,0,"{'atom_type_counts': {6: 7}, 'num_bonds_counts': {1: 1, 3: 1, 2: 5}, 'formal_charge_counts': {0: 7}, 'chirality_counts': {'unspecified': 7}, 'num_hydrogens_counts': {2: 1, 0: 1, 1: 5}, 'hybridization_counts': {'SP3': 1, 'SP2': 6}, 'aromatic_atom_count': 6, 'average_atomic_mass': np.float64(0.12010999999999997)}","{'bond_type_counts': {'single': 1, 'aromatic': 6}, 'conjugated_bond_count': 6, 'ring_bond_count': 6, 'stereo_counts': {'none': 7}}",7,7,92.14099999999999,0,0,"{'atom_type_counts': {6: 7}, 'num_bonds_counts': {1: 1, 3: 1, 2: 5}, 'formal_charge_counts': {0: 7}, 'chirality_counts': {'unspecified': 7}, 'num_hydrogens_counts': {3: 1, 0: 1, 1: 5}, 'hybridization_counts': {'SP3': 1, 'SP2': 6}, 'aromatic_atom_count': 6, 'average_atomic_mass': np.float64(0.12010999999999997)}","{'bond_type_counts': {'single': 1, 'aromatic': 6}, 'conjugated_bond_count': 6, 'ring_bond_count': 6, 'stereo_counts': {'none': 7}}",4,3,53.083999999999996,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 0: 1, 1: 1}, 'hybridization_counts': {'SP2': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}"
1182,rxn_1663,ZEUS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 2, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,54.09199999999999,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 1: 2}, 'hybridization_counts': {'SP2': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}","{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 1, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",9,9,119.18699999999995,0,0,"{'atom_type_counts': {6: 9}, 'num_bonds_counts': {1: 2, 3: 2, 2: 5}, 'formal_charge_counts': {0: 9}, 'chirality_counts': {'unspecified': 9}, 'num_hydrogens_counts': {3: 2, 0: 2, 1: 5}, 'hybridization_counts': {'SP3': 3, 'SP2': 6}, 'aromatic_atom_count': 6, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'single': 3, 'aromatic': 6}, 'conjugated_bond_count': 6, 'ring_bond_count': 6, 'stereo_counts': {'none': 9}}",9,9,120.19499999999995,0,0,"{'atom_type_counts': {6: 9}, 'num_bonds_counts': {1: 2, 3: 2, 2: 5}, 'formal_charge_counts': {0: 9}, 'chirality_counts': {'unspecified': 9}, 'num_hydrogens_counts': {3: 2, 1: 6, 0: 1}, 'hybridization_counts': {'SP3': 3, 'SP2': 6}, 'aromatic_atom_count': 6, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'single': 3, 'aromatic': 6}, 'conjugated_bond_count': 6, 'ring_bond_count': 6, 'stereo_counts': {'none': 9}}",4,3,53.083999999999996,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 0: 1, 1: 1}, 'hybridization_counts': {'SP2': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}"
1183,rxn_1664,ZEUS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 1, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",2,1,27.046,0,0,"{'atom_type_counts': {6: 2}, 'num_bonds_counts': {1: 2}, 'formal_charge_counts': {0: 2}, 'chirality_counts': {'unspecified': 2}, 'num_hydrogens_counts': {1: 1, 2: 1}, 'hybridization_counts': {'SP2': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 1}}","{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 2, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,54.09199999999999,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 1: 2}, 'hybridization_counts': {'SP2': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",2,1,28.053999999999995,0,0,"{'atom_type_counts': {6: 2}, 'num_bonds_counts': {1: 2}, 'formal_charge_counts': {0: 2}, 'chirality_counts': {'unspecified': 2}, 'num_hydrogens_counts': {2: 2}, 'hybridization_counts': {'SP2': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 1}}",4,3,53.083999999999996,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 0: 1, 1: 1}, 'hybridization_counts': {'SP2': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}"
1184,rxn_1665,ZEUS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 1, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",3,2,41.07299999999999,0,0,"{'atom_type_counts': {6: 3}, 'num_bonds_counts': {1: 2, 2: 1}, 'formal_charge_counts': {0: 3}, 'chirality_counts': {'unspecified': 3}, 'num_hydrogens_counts': {2: 1, 0: 1, 3: 1}, 'hybridization_counts': {'SP2': 2, 'SP3': 1}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 1, 'single': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 2}}","{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 2, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,54.09199999999999,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 1: 2}, 'hybridization_counts': {'SP2': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",3,2,42.080999999999996,0,0,"{'atom_type_counts': {6: 3}, 'num_bonds_counts': {1: 2, 2: 1}, 'formal_charge_counts': {0: 3}, 'chirality_counts': {'unspecified': 3}, 'num_hydrogens_counts': {2: 1, 1: 1, 3: 1}, 'hybridization_counts': {'SP2': 2, 'SP3': 1}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 1, 'single': 1}, 'conjugated_bond_count': 0, 'ring_bond_count': 0, 'stereo_counts': {'none': 2}}",4,3,53.083999999999996,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 0: 1, 1: 1}, 'hybridization_counts': {'SP2': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}"
1185,rxn_1666,ZEUS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 2, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,54.09199999999999,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 1: 2}, 'hybridization_counts': {'SP2': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}","{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 1, 'Alkene': 0, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",6,6,77.106,0,0,"{'atom_type_counts': {6: 6}, 'num_bonds_counts': {2: 6}, 'formal_charge_counts': {0: 6}, 'chirality_counts': {'unspecified': 6}, 'num_hydrogens_counts': {0: 1, 1: 5}, 'hybridization_counts': {'SP2': 6}, 'aromatic_atom_count': 6, 'average_atomic_mass': np.float64(0.12010999999999998)}","{'bond_type_counts': {'aromatic': 6}, 'conjugated_bond_count': 6, 'ring_bond_count': 6, 'stereo_counts': {'none': 6}}",6,6,78.11399999999999,0,0,"{'atom_type_counts': {6: 6}, 'num_bonds_counts': {2: 6}, 'formal_charge_counts': {0: 6}, 'chirality_counts': {'unspecified': 6}, 'num_hydrogens_counts': {1: 6}, 'hybridization_counts': {'SP2': 6}, 'aromatic_atom_count': 6, 'average_atomic_mass': np.float64(0.12010999999999998)}","{'bond_type_counts': {'aromatic': 6}, 'conjugated_bond_count': 6, 'ring_bond_count': 6, 'stereo_counts': {'none': 6}}",4,3,53.083999999999996,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 0: 1, 1: 1}, 'hybridization_counts': {'SP2': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}"
1186,rxn_1667,ZEUS,"{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 1, 'Alkyne': 1, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,51.06799999999999,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {1: 1, 0: 2, 2: 1}, 'hybridization_counts': {'SP': 2, 'SP2': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'triple': 1, 'single': 1, 'double': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}","{'Hydroxyl': 0, 'Carbonyl': 0, 'Amine': 0, 'Carboxylic Acid': 0, 'Ester': 0, 'Ether': 0, 'Aromatic Ring': 0, 'Alkene': 2, 'Alkyne': 0, 'Halogen': 0, 'Nitro': 0, 'Sulfonyl': 0}",4,3,54.09199999999999,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 1: 2}, 'hybridization_counts': {'SP2': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",4,3,52.076,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {1: 2, 0: 1, 2: 1}, 'hybridization_counts': {'SP': 2, 'SP2': 2}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'triple': 1, 'single': 1, 'double': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}",4,3,53.083999999999996,0,0,"{'atom_type_counts': {6: 4}, 'num_bonds_counts': {1: 2, 2: 2}, 'formal_charge_counts': {0: 4}, 'chirality_counts': {'unspecified': 4}, 'num_hydrogens_counts': {2: 2, 0: 1, 1: 1}, 'hybridization_counts': {'SP2': 4}, 'aromatic_atom_count': 0, 'average_atomic_mass': np.float64(0.12011)}","{'bond_type_counts': {'double': 2, 'single': 1}, 'conjugated_bond_count': 3, 'ring_bond_count': 0, 'stereo_counts': {'none': 3}}"
