reaction,reactant_0,reactant_1,product_0,product_1
reaction_2512,C[C](C=S)S,C=S,CC(C=S)S,[CH]=S
reaction_2513,S[CH]C#C,C=S,SCC#C,[CH]=S
reaction_2514,C[C](C#C)S,C=S,CC(C#C)S,[CH]=S
reaction_2515,S[CH][C]1[CH][CH][CH][CH][CH]1,C=S,SC[C]1[CH][CH][CH][CH][CH]1,[CH]=S
reaction_2516,C[C]([C]1[CH][CH][CH][CH][CH]1)S,C=S,CC([C]1[CH][CH][CH][CH][CH]1)S,[CH]=S
reaction_2517,C=S,C[C]=S,CC=S,[CH]=S
reaction_2518,S[C]=S,C=S,SC=S,[CH]=S
reaction_2519,C=S,C=C[C]=S,C=CC=S,[CH]=S
reaction_2520,S=[C]C#C,C=S,S=CC#C,[CH]=S
reaction_2521,[H],CC=S,[H][H],C[C]=S
reaction_2522,[CH3],CC=S,C,C[C]=S
reaction_2523,CC=S,C[CH]C,CCC,C[C]=S
reaction_2524,CC=S,C[C](C)C,CC(C)C,C[C]=S
reaction_2525,[CH2]C=C,CC=S,C=CC,C[C]=S
reaction_2526,C=C[CH]C,CC=S,C=CCC,C[C]=S
reaction_2527,C=C[C](C)C,CC=S,C=CC(C)C,C[C]=S
reaction_2528,C=C[CH]C=C,CC=S,C=CCC=C,C[C]=S
reaction_2529,C=C[C](C)C=C,CC=S,C=CC(C)C=C,C[C]=S
reaction_2530,C#C[CH2],CC=S,C#CC,C[C]=S
reaction_2531,C#C[CH]C,CC=S,C#CCC,C[C]=S
reaction_2532,C#C[C](C)C,CC=S,C#CC(C)C,C[C]=S
reaction_2533,C#C[CH]C#C,CC=S,C#CCC#C,C[C]=S
reaction_2534,C#C[C](C)C#C,CC=S,C#CC(C)C#C,C[C]=S
reaction_2535,[CH2]c1ccccc1,CC=S,Cc1ccccc1,C[C]=S
reaction_2536,CC=S,C[CH]c1ccccc1,CCc1ccccc1,C[C]=S
reaction_2537,CC=S,C[C](C)c1ccccc1,CC(C)c1ccccc1,C[C]=S
reaction_2538,C#C[C]=C,CC([C]1[CH][CH][CH][CH][CH]1)S,C#CC=C,C[C]([C]1[CH][CH][CH][CH][CH]1)S
reaction_2539,[CH]=C,CC=S,C=C,C[C]=S
reaction_2540,C=[C]C,CC=S,C=CC,C[C]=S
reaction_2541,C=[C]C=C,CC=S,C=CC=C,C[C]=S
reaction_2542,[c]1ccccc1,CC=S,c1ccccc1,C[C]=S
reaction_2543,[CH]=C=C,CC=S,C=C=C,C[C]=S
reaction_2544,[CH2]S,CC=S,CS,C[C]=S
reaction_2545,C[C](S)C,CC=S,CC(S)C,C[C]=S
reaction_2546,[CH2]C=S,CC=S,CC=S,C[C]=S
reaction_2547,C[CH]C=S,CC=S,CCC=S,C[C]=S
reaction_2548,S=C[C](C)C,CC=S,S=CC(C)C,C[C]=S
reaction_2549,S[C]=C,CC=S,SC=C,C[C]=S
reaction_2550,C=[C]C=S,CC=S,C=CC=S,C[C]=S
reaction_2551,S[CH]C=C,CC=S,SCC=C,C[C]=S
reaction_2552,C[C](C=C)S,CC=S,CC(C=C)S,C[C]=S
reaction_2553,S[CH]C=S,CC=S,SCC=S,C[C]=S
reaction_2554,C[C](C=S)S,CC=S,CC(C=S)S,C[C]=S
reaction_2555,S[CH]C#C,CC=S,SCC#C,C[C]=S
reaction_2556,C[C](C#C)S,CC=S,CC(C#C)S,C[C]=S
reaction_2557,S[CH][C]1[CH][CH][CH][CH][CH]1,CC=S,SC[C]1[CH][CH][CH][CH][CH]1,C[C]=S
reaction_2558,C[C]([C]1[CH][CH][CH][CH][CH]1)S,CC=S,CC([C]1[CH][CH][CH][CH][CH]1)S,C[C]=S
reaction_2559,[CH]=S,CC=S,C=S,C[C]=S
reaction_2560,S[C]=S,CC=S,SC=S,C[C]=S
reaction_2561,C=C[C]=S,CC=S,C=CC=S,C[C]=S
reaction_2562,S=[C]C#C,CC=S,S=CC#C,C[C]=S
reaction_2563,[H],SC=S,[H][H],S[C]=S
reaction_2564,SC=S,[CH3],C,S[C]=S
reaction_2565,SC=S,C[CH2],CC,S[C]=S
reaction_2566,SC=S,C[CH]C,CCC,S[C]=S
reaction_2567,SC=S,C[C](C)C,CC(C)C,S[C]=S
reaction_2568,SC=S,[CH2]C=C,C=CC,S[C]=S
reaction_2569,SC=S,C=C[CH]C,C=CCC,S[C]=S
reaction_2570,SC=S,C=C[C](C)C,C=CC(C)C,S[C]=S
reaction_2571,SC=S,C=C[CH]C=C,C=CCC=C,S[C]=S
reaction_2572,SC=S,C=C[C](C)C=C,C=CC(C)C=C,S[C]=S
reaction_2573,C#C[CH2],SC=S,C#CC,S[C]=S
reaction_2574,C#C[CH]C,SC=S,C#CCC,S[C]=S
reaction_2575,C#C[C](C)C,SC=S,C#CC(C)C,S[C]=S
reaction_2576,C#C[CH]C#C,SC=S,C#CCC#C,S[C]=S
reaction_2577,C#C[C](C)C#C,SC=S,C#CC(C)C#C,S[C]=S
reaction_2578,SC=S,[CH2]c1ccccc1,Cc1ccccc1,S[C]=S
reaction_2579,SC=S,C[CH]c1ccccc1,CCc1ccccc1,S[C]=S
reaction_2580,SC=S,C[C](C)c1ccccc1,CC(C)c1ccccc1,S[C]=S
reaction_2581,SC=S,[CH]=C,C=C,S[C]=S
reaction_2582,C#C[C]=C,C=S,C#CC=C,[CH]=S
reaction_2583,SC=S,C=[C]C,C=CC,S[C]=S
reaction_2584,SC=S,C=[C]C=C,C=CC=C,S[C]=S
reaction_2585,SC=S,[c]1ccccc1,c1ccccc1,S[C]=S
reaction_2586,[CH]=C=C,SC=S,C=C=C,S[C]=S
reaction_2587,[CH2]S,SC=S,CS,S[C]=S
reaction_2588,SC=S,C[CH]S,CCS,S[C]=S
reaction_2589,SC=S,C[C](S)C,CC(S)C,S[C]=S
reaction_2590,SC=S,[CH2]C=S,CC=S,S[C]=S
reaction_2591,SC=S,C[CH]C=S,CCC=S,S[C]=S
reaction_2592,SC=S,S=C[C](C)C,S=CC(C)C,S[C]=S
reaction_2593,S[C]=C,SC=S,SC=C,S[C]=S
reaction_2594,SC=S,C=[C]C=S,C=CC=S,S[C]=S
reaction_2595,SC=S,S[CH]C=C,SCC=C,S[C]=S
reaction_2596,C[C](C=C)S,SC=S,CC(C=C)S,S[C]=S
reaction_2597,S[CH]C=S,SC=S,SCC=S,S[C]=S
reaction_2598,C[C](C=S)S,SC=S,CC(C=S)S,S[C]=S
reaction_2599,S[CH]C#C,SC=S,SCC#C,S[C]=S
reaction_2600,C[C](C#C)S,SC=S,CC(C#C)S,S[C]=S
reaction_2601,SC=S,S[CH][C]1[CH][CH][CH][CH][CH]1,SC[C]1[CH][CH][CH][CH][CH]1,S[C]=S
reaction_2602,SC=S,C[C]([C]1[CH][CH][CH][CH][CH]1)S,CC([C]1[CH][CH][CH][CH][CH]1)S,S[C]=S
reaction_2603,[CH]=S,SC=S,C=S,S[C]=S
reaction_2604,SC=S,C[C]=S,CC=S,S[C]=S
reaction_2605,SC=S,C=C[C]=S,C=CC=S,S[C]=S
reaction_2606,S=[C]C#C,SC=S,S=CC#C,S[C]=S
reaction_2607,[H],C=CC=S,[H][H],C=C[C]=S
reaction_2608,[CH3],C=CC=S,C,C=C[C]=S
reaction_2609,C=CC=S,C[CH2],CC,C=C[C]=S
reaction_2610,C=CC=S,C[CH]C,CCC,C=C[C]=S
reaction_2611,C=CC=S,C[C](C)C,CC(C)C,C=C[C]=S
reaction_2612,C=CC=S,[CH2]C=C,C=CC,C=C[C]=S
reaction_2613,C=C[CH]C,C=CC=S,C=CCC,C=C[C]=S
reaction_2614,C=C[C](C)C,C=CC=S,C=CC(C)C,C=C[C]=S
reaction_2615,C=C[CH]C=C,C=CC=S,C=CCC=C,C=C[C]=S
reaction_2616,C=C[C](C)C=C,C=CC=S,C=CC(C)C=C,C=C[C]=S
reaction_2617,C#C[CH2],C=CC=S,C#CC,C=C[C]=S
reaction_2618,C#C[CH]C,C=CC=S,C#CCC,C=C[C]=S
reaction_2619,C#C[C](C)C,C=CC=S,C#CC(C)C,C=C[C]=S
reaction_2620,C#C[CH]C#C,C=CC=S,C#CCC#C,C=C[C]=S
reaction_2621,C#C[C](C)C#C,C=CC=S,C#CC(C)C#C,C=C[C]=S
reaction_2622,C=CC=S,[CH2]c1ccccc1,Cc1ccccc1,C=C[C]=S
reaction_2623,C=CC=S,C[CH]c1ccccc1,CCc1ccccc1,C=C[C]=S
reaction_2624,C=CC=S,C[C](C)c1ccccc1,CC(C)c1ccccc1,C=C[C]=S
reaction_2625,[CH]=C,C=CC=S,C=C,C=C[C]=S
reaction_2626,C=[C]C,C=CC=S,C=CC,C=C[C]=S
reaction_2627,C#C[C]=C,CC=S,C#CC=C,C[C]=S
reaction_2628,C=[C]C=C,C=CC=S,C=CC=C,C=C[C]=S
reaction_2629,C=CC=S,[c]1ccccc1,c1ccccc1,C=C[C]=S
reaction_2630,[CH]=C=C,C=CC=S,C=C=C,C=C[C]=S
reaction_2631,[CH2]S,C=CC=S,CS,C=C[C]=S
reaction_2632,C[CH]S,C=CC=S,CCS,C=C[C]=S
reaction_2633,C[C](S)C,C=CC=S,CC(S)C,C=C[C]=S
reaction_2634,[CH2]C=S,C=CC=S,CC=S,C=C[C]=S
reaction_2635,C=CC=S,C[CH]C=S,CCC=S,C=C[C]=S
reaction_2636,S=C[C](C)C,C=CC=S,S=CC(C)C,C=C[C]=S
reaction_2637,S[C]=C,C=CC=S,SC=C,C=C[C]=S
reaction_2638,C=[C]C=S,C=CC=S,C=CC=S,C=C[C]=S
reaction_2639,S[CH]C=C,C=CC=S,SCC=C,C=C[C]=S
reaction_2640,C[C](C=C)S,C=CC=S,CC(C=C)S,C=C[C]=S
reaction_2641,S[CH]C=S,C=CC=S,SCC=S,C=C[C]=S
reaction_2642,C[C](C=S)S,C=CC=S,CC(C=S)S,C=C[C]=S
reaction_2643,S[CH]C#C,C=CC=S,SCC#C,C=C[C]=S
reaction_2644,C[C](C#C)S,C=CC=S,CC(C#C)S,C=C[C]=S
reaction_2645,S[CH][C]1[CH][CH][CH][CH][CH]1,C=CC=S,SC[C]1[CH][CH][CH][CH][CH]1,C=C[C]=S
reaction_2646,C[C]([C]1[CH][CH][CH][CH][CH]1)S,C=CC=S,CC([C]1[CH][CH][CH][CH][CH]1)S,C=C[C]=S
reaction_2647,[CH]=S,C=CC=S,C=S,C=C[C]=S
reaction_2648,C=CC=S,C[C]=S,CC=S,C=C[C]=S
reaction_2649,S[C]=S,C=CC=S,SC=S,C=C[C]=S
reaction_2650,S=[C]C#C,C=CC=S,S=CC#C,C=C[C]=S
reaction_2651,[H],S=CC#C,[H][H],S=[C]C#C
reaction_2652,S=CC#C,[CH3],C,S=[C]C#C
reaction_2653,S=CC#C,C[CH2],CC,S=[C]C#C
reaction_2654,S=CC#C,C[CH]C,CCC,S=[C]C#C
reaction_2655,S=CC#C,C[C](C)C,CC(C)C,S=[C]C#C
reaction_2656,S=CC#C,[CH2]C=C,C=CC,S=[C]C#C
reaction_2657,S=CC#C,C=C[CH]C,C=CCC,S=[C]C#C
reaction_2658,S=CC#C,C=C[C](C)C,C=CC(C)C,S=[C]C#C
reaction_2659,S=CC#C,C=C[CH]C=C,C=CCC=C,S=[C]C#C
reaction_2660,S=CC#C,C=C[C](C)C=C,C=CC(C)C=C,S=[C]C#C
reaction_2661,C#C[CH2],S=CC#C,C#CC,S=[C]C#C
reaction_2662,S=CC#C,C#C[CH]C,C#CCC,S=[C]C#C
reaction_2663,C#C[C](C)C,S=CC#C,C#CC(C)C,S=[C]C#C
reaction_2664,C#C[CH]C#C,S=CC#C,C#CCC#C,S=[C]C#C
reaction_2665,C#C[C](C)C#C,S=CC#C,C#CC(C)C#C,S=[C]C#C
reaction_2666,S=CC#C,[CH2]c1ccccc1,Cc1ccccc1,S=[C]C#C
reaction_2667,S=CC#C,C[CH]c1ccccc1,CCc1ccccc1,S=[C]C#C
reaction_2668,S=CC#C,C[C](C)c1ccccc1,CC(C)c1ccccc1,S=[C]C#C
reaction_2669,S=CC#C,[CH]=C,C=C,S=[C]C#C
reaction_2670,S=CC#C,C=[C]C,C=CC,S=[C]C#C
reaction_2671,S=CC#C,C=[C]C=C,C=CC=C,S=[C]C#C
reaction_2672,C#C[C]=C,SC=S,C#CC=C,S[C]=S
reaction_2673,S=CC#C,[c]1ccccc1,c1ccccc1,S=[C]C#C
reaction_2674,S=CC#C,[CH]=C=C,C=C=C,S=[C]C#C
reaction_2675,S=CC#C,[CH2]S,CS,S=[C]C#C
reaction_2676,S=CC#C,C[CH]S,CCS,S=[C]C#C
reaction_2677,S=CC#C,C[C](S)C,CC(S)C,S=[C]C#C
reaction_2678,S=CC#C,[CH2]C=S,CC=S,S=[C]C#C
reaction_2679,S=CC#C,C[CH]C=S,CCC=S,S=[C]C#C
reaction_2680,S=CC#C,S=C[C](C)C,S=CC(C)C,S=[C]C#C
reaction_2681,S[C]=C,S=CC#C,SC=C,S=[C]C#C
reaction_2682,S=CC#C,C=[C]C=S,C=CC=S,S=[C]C#C
reaction_2683,S=CC#C,S[CH]C=C,SCC=C,S=[C]C#C
reaction_2684,S=CC#C,C[C](C=C)S,CC(C=C)S,S=[C]C#C
reaction_2685,S=CC#C,S[CH]C=S,SCC=S,S=[C]C#C
reaction_2686,S=CC#C,C[C](C=S)S,CC(C=S)S,S=[C]C#C
reaction_2687,S[CH]C#C,S=CC#C,SCC#C,S=[C]C#C
reaction_2688,C[C](C#C)S,S=CC#C,CC(C#C)S,S=[C]C#C
reaction_2689,S=CC#C,S[CH][C]1[CH][CH][CH][CH][CH]1,SC[C]1[CH][CH][CH][CH][CH]1,S=[C]C#C
reaction_2690,S=CC#C,C[C]([C]1[CH][CH][CH][CH][CH]1)S,CC([C]1[CH][CH][CH][CH][CH]1)S,S=[C]C#C
reaction_2691,[CH]=S,S=CC#C,C=S,S=[C]C#C
reaction_2692,S=CC#C,C[C]=S,CC=S,S=[C]C#C
reaction_2693,S=CC#C,S[C]=S,SC=S,S=[C]C#C
reaction_2694,S=CC#C,C=C[C]=S,C=CC=S,S=[C]C#C
reaction_2695,C#C[C]=C,C=CC=S,C#CC=C,C=C[C]=S
reaction_2696,[H],S,[H][H],[SH]
reaction_2697,S,[CH3],C,[SH]
reaction_2698,S,C[CH2],CC,[SH]
reaction_2699,C#C[C]=C,S=CC#C,C#CC=C,S=[C]C#C
reaction_2700,S,C[CH]C,CCC,[SH]
reaction_2701,S,C[C](C)C,CC(C)C,[SH]
reaction_2702,S,[CH]=C,C=C,[SH]
reaction_2703,S,C=[C]C,C=CC,[SH]
reaction_2704,S,C=[C]C=C,C=CC=C,[SH]
reaction_2705,S,C#C[C]=C,C#CC=C,[SH]
reaction_2706,S,[CH2]C=C,C=CC,[SH]
reaction_2707,S,C=C[CH]C,C=CCC,[SH]
reaction_2708,S,C=C[C](C)C,C=CC(C)C,[SH]
reaction_2709,S,C=C[CH]C=C,C=CCC=C,[SH]
reaction_2710,S,C=C[C](C)C=C,C=CC(C)C=C,[SH]
reaction_2711,S,C#C[CH2],C#CC,[SH]
reaction_2712,S,C#C[CH]C,C#CCC,[SH]
reaction_2713,S,C#C[C](C)C,C#CC(C)C,[SH]
reaction_2714,S,C#C[CH]C#C,C#CCC#C,[SH]
reaction_2715,S,C#C[C](C)C#C,C#CC(C)C#C,[SH]
reaction_2716,S,[c]1ccccc1,c1ccccc1,[SH]
reaction_2717,S,[CH2]c1ccccc1,Cc1ccccc1,[SH]
reaction_2718,S,C[CH]c1ccccc1,CCc1ccccc1,[SH]
reaction_2719,S,C[C](C)c1ccccc1,CC(C)c1ccccc1,[SH]
reaction_2720,S,[CH2]S,CS,[SH]
reaction_2721,S,C[CH]S,CCS,[SH]
reaction_2722,S,C[C](S)C,CC(S)C,[SH]
reaction_2723,S,[CH2]C=S,CC=S,[SH]
reaction_2724,S,C[CH]C=S,CCC=S,[SH]
reaction_2725,S,S=C[C](C)C,S=CC(C)C,[SH]
reaction_2726,S,S[C]=C,SC=C,[SH]
reaction_2727,S,C=[C]C=S,C=CC=S,[SH]
reaction_2728,S,S[CH]C=C,SCC=C,[SH]
reaction_2729,S,C[C](C=C)S,CC(C=C)S,[SH]
reaction_2730,S,S[CH]C=S,SCC=S,[SH]
reaction_2731,S,C[C](C=S)S,CC(C=S)S,[SH]
reaction_2732,S,S[CH]C#C,SCC#C,[SH]
reaction_2733,S,C[C](C#C)S,CC(C#C)S,[SH]
reaction_2734,S,S[CH][C]1[CH][CH][CH][CH][CH]1,SC[C]1[CH][CH][CH][CH][CH]1,[SH]
reaction_2735,S,C[C]([C]1[CH][CH][CH][CH][CH]1)S,CC([C]1[CH][CH][CH][CH][CH]1)S,[SH]
reaction_2736,[CH]=S,S,C=S,[SH]
reaction_2737,S,C[C]=S,CC=S,[SH]
reaction_2738,S,S[C]=S,SC=S,[SH]
reaction_2739,[H],CS,[H][H],C[S]
reaction_2740,CS,[CH3],C,C[S]
reaction_2741,CS,C[CH2],CC,C[S]
reaction_2742,CS,C[CH]C,CCC,C[S]
reaction_2743,CS,C[C](C)C,CC(C)C,C[S]
reaction_2744,[CH]=C,CS,C=C,C[S]
reaction_2745,CS,C=[C]C,C=CC,C[S]
reaction_2746,CS,C=[C]C=C,C=CC=C,C[S]
reaction_2747,C#C[C]=C,CS,C#CC=C,C[S]
reaction_2748,CS,[CH2]C=C,C=CC,C[S]
reaction_2749,CS,C=C[CH]C,C=CCC,C[S]
reaction_2750,CS,C=C[C](C)C,C=CC(C)C,C[S]
reaction_2751,CS,C=C[CH]C=C,C=CCC=C,C[S]
reaction_2752,CS,C=C[C](C)C=C,C=CC(C)C=C,C[S]
reaction_2753,C#C[CH2],CS,C#CC,C[S]
reaction_2754,C#C[CH]C,CS,C#CCC,C[S]
reaction_2755,C#C[C](C)C,CS,C#CC(C)C,C[S]
reaction_2756,C#C[CH]C#C,CS,C#CCC#C,C[S]
reaction_2757,C#C[C](C)C#C,CS,C#CC(C)C#C,C[S]
reaction_2758,CS,[c]1ccccc1,c1ccccc1,C[S]
reaction_2759,CS,[CH2]c1ccccc1,Cc1ccccc1,C[S]
reaction_2760,CS,C[CH]c1ccccc1,CCc1ccccc1,C[S]
reaction_2761,CS,C[C](C)c1ccccc1,CC(C)c1ccccc1,C[S]
reaction_2762,[CH2]S,CS,CS,C[S]
reaction_2763,C[CH]S,CS,CCS,C[S]
reaction_2764,C[C](S)C,CS,CC(S)C,C[S]
reaction_2765,CS,[CH2]C=S,CC=S,C[S]
reaction_2766,CS,C[CH]C=S,CCC=S,C[S]
reaction_2767,CS,S=C[C](C)C,S=CC(C)C,C[S]
reaction_2768,S[C]=C,CS,SC=C,C[S]
reaction_2769,CS,C=[C]C=S,C=CC=S,C[S]
reaction_2770,S[CH]C=C,CS,SCC=C,C[S]
reaction_2771,C[C](C=C)S,CS,CC(C=C)S,C[S]
reaction_2772,S[CH]C=S,CS,SCC=S,C[S]
reaction_2773,C[C](C=S)S,CS,CC(C=S)S,C[S]
reaction_2774,S[CH]C#C,CS,SCC#C,C[S]
reaction_2775,C[C](C#C)S,CS,CC(C#C)S,C[S]
reaction_2776,S[CH][C]1[CH][CH][CH][CH][CH]1,CS,SC[C]1[CH][CH][CH][CH][CH]1,C[S]
reaction_2777,C[C]([C]1[CH][CH][CH][CH][CH]1)S,CS,CC([C]1[CH][CH][CH][CH][CH]1)S,C[S]
reaction_2778,CS,C[C]=S,CC=S,C[S]
reaction_2779,S[C]=S,CS,SC=S,C[S]
reaction_2780,[H],SC=C,[H][H],[S]C=C
reaction_2781,SC=C,[CH3],C,[S]C=C
reaction_2782,SC=C,C[CH2],CC,[S]C=C
reaction_2783,SC=C,C[CH]C,CCC,[S]C=C
reaction_2784,SC=C,C[C](C)C,CC(C)C,[S]C=C
reaction_2785,SC=C,[CH]=C,C=C,[S]C=C
reaction_2786,SC=C,C=[C]C,C=CC,[S]C=C
reaction_2787,SC=C,C=[C]C=C,C=CC=C,[S]C=C
reaction_2788,C#C[C]=C,SC=C,C#CC=C,[S]C=C
reaction_2789,SC=C,[CH2]C=C,C=CC,[S]C=C
reaction_2790,SC=C,C=C[CH]C,C=CCC,[S]C=C
reaction_2791,SC=C,C=C[C](C)C,C=CC(C)C,[S]C=C
reaction_2792,SC=C,C=C[CH]C=C,C=CCC=C,[S]C=C
reaction_2793,SC=C,C=C[C](C)C=C,C=CC(C)C=C,[S]C=C
reaction_2794,C#C[CH2],SC=C,C#CC,[S]C=C
reaction_2795,C#C[CH]C,SC=C,C#CCC,[S]C=C
reaction_2796,C#C[C](C)C,SC=C,C#CC(C)C,[S]C=C
reaction_2797,C#C[CH]C#C,SC=C,C#CCC#C,[S]C=C
reaction_2798,C#C[C](C)C#C,SC=C,C#CC(C)C#C,[S]C=C
reaction_2799,SC=C,[c]1ccccc1,c1ccccc1,[S]C=C
reaction_2800,SC=C,[CH2]c1ccccc1,Cc1ccccc1,[S]C=C
reaction_2801,SC=C,C[CH]c1ccccc1,CCc1ccccc1,[S]C=C
reaction_2802,SC=C,C[C](C)c1ccccc1,CC(C)c1ccccc1,[S]C=C
reaction_2803,[CH2]S,SC=C,CS,[S]C=C
reaction_2804,C[CH]S,SC=C,CCS,[S]C=C
reaction_2805,C[C](S)C,SC=C,CC(S)C,[S]C=C
reaction_2806,SC=C,[CH2]C=S,CC=S,[S]C=C
reaction_2807,SC=C,C[CH]C=S,CCC=S,[S]C=C
reaction_2808,SC=C,S=C[C](C)C,S=CC(C)C,[S]C=C
reaction_2809,S[C]=C,SC=C,SC=C,[S]C=C
reaction_2810,SC=C,C=[C]C=S,C=CC=S,[S]C=C
reaction_2811,S[CH]C=C,SC=C,SCC=C,[S]C=C
reaction_2812,C[C](C=C)S,SC=C,CC(C=C)S,[S]C=C
reaction_2813,S[CH]C=S,SC=C,SCC=S,[S]C=C
reaction_2814,C[C](C=S)S,SC=C,CC(C=S)S,[S]C=C
reaction_2815,S[CH]C#C,SC=C,SCC#C,[S]C=C
reaction_2816,C[C](C#C)S,SC=C,CC(C#C)S,[S]C=C
reaction_2817,S[CH][C]1[CH][CH][CH][CH][CH]1,SC=C,SC[C]1[CH][CH][CH][CH][CH]1,[S]C=C
reaction_2818,C[C]([C]1[CH][CH][CH][CH][CH]1)S,SC=C,CC([C]1[CH][CH][CH][CH][CH]1)S,[S]C=C
reaction_2819,[CH]=S,SC=C,C=S,[S]C=C
reaction_2820,SC=C,C[C]=S,CC=S,[S]C=C
reaction_2821,S[C]=S,SC=C,SC=S,[S]C=C
reaction_2822,[H],SC=S,[H][H],[S]C=S
reaction_2823,SC=S,[CH3],C,[S]C=S
reaction_2824,SC=S,C[CH2],CC,[S]C=S
reaction_2825,SC=S,C[CH]C,CCC,[S]C=S
reaction_2826,SC=S,C[C](C)C,CC(C)C,[S]C=S
reaction_2827,[CH]=C,SC=S,C=C,[S]C=S
reaction_2828,SC=S,C=[C]C,C=CC,[S]C=S
reaction_2829,SC=S,C=[C]C=C,C=CC=C,[S]C=S
reaction_2830,C#C[C]=C,SC=S,C#CC=C,[S]C=S
reaction_2831,SC=S,[CH2]C=C,C=CC,[S]C=S
reaction_2832,SC=S,C=C[CH]C,C=CCC,[S]C=S
reaction_2833,SC=S,C=C[C](C)C,C=CC(C)C,[S]C=S
reaction_2834,SC=S,C=C[CH]C=C,C=CCC=C,[S]C=S
reaction_2835,SC=S,C=C[C](C)C=C,C=CC(C)C=C,[S]C=S
reaction_2836,C#C[CH2],SC=S,C#CC,[S]C=S
reaction_2837,C#C[CH]C,SC=S,C#CCC,[S]C=S
reaction_2838,C#C[C](C)C,SC=S,C#CC(C)C,[S]C=S
reaction_2839,C#C[CH]C#C,SC=S,C#CCC#C,[S]C=S
reaction_2840,C#C[C](C)C#C,SC=S,C#CC(C)C#C,[S]C=S
reaction_2841,SC=S,[c]1ccccc1,c1ccccc1,[S]C=S
reaction_2842,SC=S,[CH2]c1ccccc1,Cc1ccccc1,[S]C=S
reaction_2843,SC=S,C[CH]c1ccccc1,CCc1ccccc1,[S]C=S
reaction_2844,SC=S,C[C](C)c1ccccc1,CC(C)c1ccccc1,[S]C=S
reaction_2845,[CH2]S,SC=S,CS,[S]C=S
reaction_2846,C[CH]S,SC=S,CCS,[S]C=S
reaction_2847,C[C](S)C,SC=S,CC(S)C,[S]C=S
reaction_2848,SC=S,[CH2]C=S,CC=S,[S]C=S
reaction_2849,SC=S,C[CH]C=S,CCC=S,[S]C=S
reaction_2850,SC=S,S=C[C](C)C,S=CC(C)C,[S]C=S
reaction_2851,S[C]=C,SC=S,SC=C,[S]C=S
reaction_2852,SC=S,C=[C]C=S,C=CC=S,[S]C=S
reaction_2853,S[CH]C=C,SC=S,SCC=C,[S]C=S
reaction_2854,C[C](C=C)S,SC=S,CC(C=C)S,[S]C=S
reaction_2855,S[CH]C=S,SC=S,SCC=S,[S]C=S
reaction_2856,C[C](C=S)S,SC=S,CC(C=S)S,[S]C=S
reaction_2857,S[CH]C#C,SC=S,SCC#C,[S]C=S
reaction_2858,C[C](C#C)S,SC=S,CC(C#C)S,[S]C=S
reaction_2859,S[CH][C]1[CH][CH][CH][CH][CH]1,SC=S,SC[C]1[CH][CH][CH][CH][CH]1,[S]C=S
reaction_2860,C[C]([C]1[CH][CH][CH][CH][CH]1)S,SC=S,CC([C]1[CH][CH][CH][CH][CH]1)S,[S]C=S
reaction_2861,[CH]=S,SC=S,C=S,[S]C=S
reaction_2862,SC=S,C[C]=S,CC=S,[S]C=S
reaction_2863,S[C]=S,SC=S,SC=S,[S]C=S
reaction_2864,[H],SC#C,[H][H],[S]C#C
reaction_2865,SC#C,[CH3],C,[S]C#C
reaction_2866,SC#C,C[CH2],CC,[S]C#C
reaction_2867,SC#C,C[CH]C,CCC,[S]C#C
reaction_2868,SC#C,C[C](C)C,CC(C)C,[S]C#C
reaction_2869,SC#C,[CH]=C,C=C,[S]C#C
reaction_2870,SC#C,C=[C]C,C=CC,[S]C#C
reaction_2871,SC#C,C=[C]C=C,C=CC=C,[S]C#C
reaction_2872,SC#C,C#C[C]=C,C#CC=C,[S]C#C
reaction_2873,SC#C,[CH2]C=C,C=CC,[S]C#C
reaction_2874,SC#C,C=C[CH]C,C=CCC,[S]C#C
reaction_2875,SC#C,C=C[C](C)C,C=CC(C)C,[S]C#C
reaction_2876,SC#C,C=C[CH]C=C,C=CCC=C,[S]C#C
reaction_2877,SC#C,C=C[C](C)C=C,C=CC(C)C=C,[S]C#C
reaction_2878,C#C[CH2],SC#C,C#CC,[S]C#C
reaction_2879,SC#C,C#C[CH]C,C#CCC,[S]C#C
reaction_2880,SC#C,C#C[C](C)C,C#CC(C)C,[S]C#C
reaction_2881,C#C[CH]C#C,SC#C,C#CCC#C,[S]C#C
reaction_2882,C#C[C](C)C#C,SC#C,C#CC(C)C#C,[S]C#C
reaction_2883,SC#C,[c]1ccccc1,c1ccccc1,[S]C#C
reaction_2884,SC#C,[CH2]c1ccccc1,Cc1ccccc1,[S]C#C
reaction_2885,SC#C,C[CH]c1ccccc1,CCc1ccccc1,[S]C#C
reaction_2886,SC#C,C[C](C)c1ccccc1,CC(C)c1ccccc1,[S]C#C
reaction_2887,SC#C,[CH2]S,CS,[S]C#C
reaction_2888,SC#C,C[CH]S,CCS,[S]C#C
reaction_2889,SC#C,C[C](S)C,CC(S)C,[S]C#C
reaction_2890,SC#C,[CH2]C=S,CC=S,[S]C#C
reaction_2891,SC#C,C[CH]C=S,CCC=S,[S]C#C
reaction_2892,SC#C,S=C[C](C)C,S=CC(C)C,[S]C#C
reaction_2893,SC#C,S[C]=C,SC=C,[S]C#C
reaction_2894,SC#C,C=[C]C=S,C=CC=S,[S]C#C
