rxn_smiles,reactant_0,reactant_1,product_0,product_1,reactants,products,r1_valid,r2_valid,p1_valid,p2_valid,reaction
[CH2]N=O+[CH2]C[NH]<=>[O]N=[CH]+[CH2]CN,[CH2]N=O,[CH2]C[NH],[O]N=[CH],[CH2]CN,[CH2]N=O+[CH2]C[NH],[O]N=[CH]+[CH2]CN,True,True,True,True,rmg_rxn_13732
C=N+[CH2]C[NH]<=>C=[N]+CC[NH],C=N,[CH2]C[NH],C=[N],CC[NH],C=N+[CH2]C[NH],C=[N]+CC[NH],True,True,True,True,rmg_rxn_13733
C=N+[CH2]C[NH]<=>C=[N]+[CH2]CN,C=N,[CH2]C[NH],C=[N],[CH2]CN,C=N+[CH2]C[NH],C=[N]+[CH2]CN,True,True,True,True,rmg_rxn_13734
[O-][NH+]=N+[CH2]C[NH]<=>[O-][NH+]=[N]+CC[NH],[O-][NH+]=N,[CH2]C[NH],[O-][NH+]=[N],CC[NH],[O-][NH+]=N+[CH2]C[NH],[O-][NH+]=[N]+CC[NH],True,True,True,True,rmg_rxn_13735
[O-][NH+]=N+[CH2]C[NH]<=>[O-][NH+]=[N]+[CH2]CN,[O-][NH+]=N,[CH2]C[NH],[O-][NH+]=[N],[CH2]CN,[O-][NH+]=N+[CH2]C[NH],[O-][NH+]=[N]+[CH2]CN,True,True,True,True,rmg_rxn_13736
N[N]O+[CH2]C[NH]<=>N[N][O]+CC[NH],N[N]O,[CH2]C[NH],N[N][O],CC[NH],N[N]O+[CH2]C[NH],N[N][O]+CC[NH],True,True,True,True,rmg_rxn_13737
N[N]O+[CH2]C[NH]<=>N[N][O]+[CH2]CN,N[N]O,[CH2]C[NH],N[N][O],[CH2]CN,N[N]O+[CH2]C[NH],N[N][O]+[CH2]CN,True,True,True,True,rmg_rxn_13738
[CH2]C[NH]+CCN<=>CC[NH]+C[CH]N,[CH2]C[NH],CCN,CC[NH],C[CH]N,[CH2]C[NH]+CCN,CC[NH]+C[CH]N,True,True,True,True,rmg_rxn_13739
[CH2]C[NH]+CCN<=>C[CH]N+[CH2]CN,[CH2]C[NH],CCN,C[CH]N,[CH2]CN,[CH2]C[NH]+CCN,C[CH]N+[CH2]CN,True,True,True,True,rmg_rxn_13740
[CH2]C[NH]+CCCO<=>CC[NH]+CC[CH]O,[CH2]C[NH],CCCO,CC[NH],CC[CH]O,[CH2]C[NH]+CCCO,CC[NH]+CC[CH]O,True,True,True,True,rmg_rxn_13741
[CH2]C[NH]+CCCO<=>[CH2]CN+CC[CH]O,[CH2]C[NH],CCCO,[CH2]CN,CC[CH]O,[CH2]C[NH]+CCCO,[CH2]CN+CC[CH]O,True,True,True,True,rmg_rxn_13742
[CH2]C[NH]+[O-][NH+]=CC<=>[O-][NH+]=C[CH2]+CC[NH],[CH2]C[NH],[O-][NH+]=CC,[O-][NH+]=C[CH2],CC[NH],[CH2]C[NH]+[O-][NH+]=CC,[O-][NH+]=C[CH2]+CC[NH],True,True,True,True,rmg_rxn_13743
[CH2]C[NH]+ONC=C<=>[O-][NH+]=C[CH2]+CC[NH],[CH2]C[NH],ONC=C,[O-][NH+]=C[CH2],CC[NH],[CH2]C[NH]+ONC=C,[O-][NH+]=C[CH2]+CC[NH],True,True,True,True,rmg_rxn_13744
[CH2]C[NH]+[O-][NH2+]C=C<=>[O-][NH+]=C[CH2]+CC[NH],[CH2]C[NH],[O-][NH2+]C=C,[O-][NH+]=C[CH2],CC[NH],[CH2]C[NH]+[O-][NH2+]C=C,[O-][NH+]=C[CH2]+CC[NH],True,True,True,True,rmg_rxn_13745
[CH2]C[NH]+[O-][NH+]=CC<=>[O-][NH+]=C[CH2]+[CH2]CN,[CH2]C[NH],[O-][NH+]=CC,[O-][NH+]=C[CH2],[CH2]CN,[CH2]C[NH]+[O-][NH+]=CC,[O-][NH+]=C[CH2]+[CH2]CN,True,True,True,True,rmg_rxn_13746
[CH2]C[NH]+ONC=C<=>[O-][NH+]=C[CH2]+[CH2]CN,[CH2]C[NH],ONC=C,[O-][NH+]=C[CH2],[CH2]CN,[CH2]C[NH]+ONC=C,[O-][NH+]=C[CH2]+[CH2]CN,True,True,True,True,rmg_rxn_13747
[CH2]C[NH]+[O-][NH2+]C=C<=>[O-][NH+]=C[CH2]+[CH2]CN,[CH2]C[NH],[O-][NH2+]C=C,[O-][NH+]=C[CH2],[CH2]CN,[CH2]C[NH]+[O-][NH2+]C=C,[O-][NH+]=C[CH2]+[CH2]CN,True,True,True,True,rmg_rxn_13748
[O-][NH+]1CN1+[CH2]C[NH]<=>[O]N1CN1+CC[NH],[O-][NH+]1CN1,[CH2]C[NH],[O]N1CN1,CC[NH],[O-][NH+]1CN1+[CH2]C[NH],[O]N1CN1+CC[NH],True,True,True,True,rmg_rxn_13749
[O-][NH+]1CN1+[CH2]C[NH]<=>[O]N1CN1+[CH2]CN,[O-][NH+]1CN1,[CH2]C[NH],[O]N1CN1,[CH2]CN,[O-][NH+]1CN1+[CH2]C[NH],[O]N1CN1+[CH2]CN,True,True,True,True,rmg_rxn_13750
[CH2]C[NH]+CCC<=>CC[NH]+C[CH]C,[CH2]C[NH],CCC,CC[NH],C[CH]C,[CH2]C[NH]+CCC,CC[NH]+C[CH]C,True,True,True,True,rmg_rxn_13751
[CH2]C[NH]+CCC<=>[CH2]CN+C[CH]C,[CH2]C[NH],CCC,[CH2]CN,C[CH]C,[CH2]C[NH]+CCC,[CH2]CN+C[CH]C,True,True,True,True,rmg_rxn_13752
[CH2]C[NH]+CCS<=>C[CH]S+CC[NH],[CH2]C[NH],CCS,C[CH]S,CC[NH],[CH2]C[NH]+CCS,C[CH]S+CC[NH],True,True,True,True,rmg_rxn_13753
[CH2]C[NH]+CCS<=>C[CH]S+[CH2]CN,[CH2]C[NH],CCS,C[CH]S,[CH2]CN,[CH2]C[NH]+CCS,C[CH]S+[CH2]CN,True,True,True,True,rmg_rxn_13754
ON=N+[CH2]C[NH]<=>ON=[N]+CC[NH],ON=N,[CH2]C[NH],ON=[N],CC[NH],ON=N+[CH2]C[NH],ON=[N]+CC[NH],True,True,True,True,rmg_rxn_13755
ON=N+[CH2]C[NH]<=>ON=[N]+[CH2]CN,ON=N,[CH2]C[NH],ON=[N],[CH2]CN,ON=N+[CH2]C[NH],ON=[N]+[CH2]CN,True,True,True,True,rmg_rxn_13756
CC[NH]+C[C]=C(C)C=CC<=>[CH2]C[NH]+CC=CC(C)=CC,CC[NH],C[C]=C(C)C=CC,[CH2]C[NH],CC=CC(C)=CC,CC[NH]+C[C]=C(C)C=CC,[CH2]C[NH]+CC=CC(C)=CC,True,True,True,True,rmg_rxn_13757
[CH2]CN+C[C]=C(C)C=CC<=>[CH2]C[NH]+CC=CC(C)=CC,[CH2]CN,C[C]=C(C)C=CC,[CH2]C[NH],CC=CC(C)=CC,[CH2]CN+C[C]=C(C)C=CC,[CH2]C[NH]+CC=CC(C)=CC,True,True,True,True,rmg_rxn_13758
CC[NH]+[CH2]CC=O<=>[CH2]C[NH]+CCC=O,CC[NH],[CH2]CC=O,[CH2]C[NH],CCC=O,CC[NH]+[CH2]CC=O,[CH2]C[NH]+CCC=O,True,True,True,True,rmg_rxn_13759
[CH2]CN+[CH2]CC=O<=>[CH2]C[NH]+CCC=O,[CH2]CN,[CH2]CC=O,[CH2]C[NH],CCC=O,[CH2]CN+[CH2]CC=O,[CH2]C[NH]+CCC=O,True,True,True,True,rmg_rxn_13760
[SH]+[CH2]C[NH]<=>[S]+CC[NH],[SH],[CH2]C[NH],[S],CC[NH],[SH]+[CH2]C[NH],[S]+CC[NH],True,True,True,True,rmg_rxn_13761
[SH]+[CH2]C[NH]<=>[S]+[CH2]CN,[SH],[CH2]C[NH],[S],[CH2]CN,[SH]+[CH2]C[NH],[S]+[CH2]CN,True,True,True,True,rmg_rxn_13762
[CH2]C[NH]+CCO<=>C[CH]O+CC[NH],[CH2]C[NH],CCO,C[CH]O,CC[NH],[CH2]C[NH]+CCO,C[CH]O+CC[NH],True,True,True,True,rmg_rxn_13763
[CH2]C[NH]+CCO<=>C[CH]O+[CH2]CN,[CH2]C[NH],CCO,C[CH]O,[CH2]CN,[CH2]C[NH]+CCO,C[CH]O+[CH2]CN,True,True,True,True,rmg_rxn_13764
[CH2]C[NH]+CSCC<=>CC[NH]+CS[CH]C,[CH2]C[NH],CSCC,CC[NH],CS[CH]C,[CH2]C[NH]+CSCC,CC[NH]+CS[CH]C,True,True,True,True,rmg_rxn_13765
[CH2]C[NH]+CSCC<=>[CH2]CN+CS[CH]C,[CH2]C[NH],CSCC,[CH2]CN,CS[CH]C,[CH2]C[NH]+CSCC,[CH2]CN+CS[CH]C,True,True,True,True,rmg_rxn_13766
ON=[N]+[CH2]C[NH]<=>[O]N=[N]+CC[NH],ON=[N],[CH2]C[NH],[O]N=[N],CC[NH],ON=[N]+[CH2]C[NH],[O]N=[N]+CC[NH],True,True,True,True,rmg_rxn_13767
[NH]N=O+[CH2]C[NH]<=>[O]N=[N]+CC[NH],[NH]N=O,[CH2]C[NH],[O]N=[N],CC[NH],[NH]N=O+[CH2]C[NH],[O]N=[N]+CC[NH],True,True,True,True,rmg_rxn_13768
ON=[N]+[CH2]C[NH]<=>[O]N=[N]+[CH2]CN,ON=[N],[CH2]C[NH],[O]N=[N],[CH2]CN,ON=[N]+[CH2]C[NH],[O]N=[N]+[CH2]CN,True,True,True,True,rmg_rxn_13769
[NH]N=O+[CH2]C[NH]<=>[O]N=[N]+[CH2]CN,[NH]N=O,[CH2]C[NH],[O]N=[N],[CH2]CN,[NH]N=O+[CH2]C[NH],[O]N=[N]+[CH2]CN,True,True,True,True,rmg_rxn_13770
CN(O)[NH]+[CH2]C[NH]<=>CN([O])[NH]+CC[NH],CN(O)[NH],[CH2]C[NH],CN([O])[NH],CC[NH],CN(O)[NH]+[CH2]C[NH],CN([O])[NH]+CC[NH],True,True,True,True,rmg_rxn_13771
[O-][N+](N)C+[CH2]C[NH]<=>CN([O])[NH]+CC[NH],[O-][N+](N)C,[CH2]C[NH],CN([O])[NH],CC[NH],[O-][N+](N)C+[CH2]C[NH],CN([O])[NH]+CC[NH],True,True,True,True,rmg_rxn_13772
CN(O)[NH]+[CH2]C[NH]<=>CN([O])[NH]+[CH2]CN,CN(O)[NH],[CH2]C[NH],CN([O])[NH],[CH2]CN,CN(O)[NH]+[CH2]C[NH],CN([O])[NH]+[CH2]CN,True,True,True,True,rmg_rxn_13773
[O-][N+](N)C+[CH2]C[NH]<=>CN([O])[NH]+[CH2]CN,[O-][N+](N)C,[CH2]C[NH],CN([O])[NH],[CH2]CN,[O-][N+](N)C+[CH2]C[NH],CN([O])[NH]+[CH2]CN,True,True,True,True,rmg_rxn_13774
[CH2]SC+[CH2]C[NH]<=>[CH2]S[CH2]+CC[NH],[CH2]SC,[CH2]C[NH],[CH2]S[CH2],CC[NH],[CH2]SC+[CH2]C[NH],[CH2]S[CH2]+CC[NH],True,True,True,True,rmg_rxn_13775
[CH2]SC+[CH2]C[NH]<=>[CH2]S[CH2]+[CH2]CN,[CH2]SC,[CH2]C[NH],[CH2]S[CH2],[CH2]CN,[CH2]SC+[CH2]C[NH],[CH2]S[CH2]+[CH2]CN,True,True,True,True,rmg_rxn_13776
[CH2]C[NH]+CCC=O<=>CC[NH]+C[CH]C=O,[CH2]C[NH],CCC=O,CC[NH],C[CH]C=O,[CH2]C[NH]+CCC=O,CC[NH]+C[CH]C=O,True,True,True,True,rmg_rxn_13777
[CH2]C[NH]+CCC=O<=>[CH2]CN+C[CH]C=O,[CH2]C[NH],CCC=O,[CH2]CN,C[CH]C=O,[CH2]C[NH]+CCC=O,[CH2]CN+C[CH]C=O,True,True,True,True,rmg_rxn_13778
[CH2]C[NH]+CC=COO<=>CC[NH]+CC=CO[O],[CH2]C[NH],CC=COO,CC[NH],CC=CO[O],[CH2]C[NH]+CC=COO,CC[NH]+CC=CO[O],True,True,True,True,rmg_rxn_13779
[CH2]C[NH]+CC=COO<=>[CH2]CN+CC=CO[O],[CH2]C[NH],CC=COO,[CH2]CN,CC=CO[O],[CH2]C[NH]+CC=COO,[CH2]CN+CC=CO[O],True,True,True,True,rmg_rxn_13780
[CH2]C[NH]+CC1NO1<=>CC1[N]O1+CC[NH],[CH2]C[NH],CC1NO1,CC1[N]O1,CC[NH],[CH2]C[NH]+CC1NO1,CC1[N]O1+CC[NH],True,True,True,True,rmg_rxn_13781
[CH2]C[NH]+CC1NO1<=>CC1[N]O1+[CH2]CN,[CH2]C[NH],CC1NO1,CC1[N]O1,[CH2]CN,[CH2]C[NH]+CC1NO1,CC1[N]O1+[CH2]CN,True,True,True,True,rmg_rxn_13782
[CH2]CO+CC[NH]<=>[CH2]C[NH]+CCO,[CH2]CO,CC[NH],[CH2]C[NH],CCO,[CH2]CO+CC[NH],[CH2]C[NH]+CCO,True,True,True,True,rmg_rxn_13783
[CH2]CO+[CH2]CN<=>[CH2]C[NH]+CCO,[CH2]CO,[CH2]CN,[CH2]C[NH],CCO,[CH2]CO+[CH2]CN,[CH2]C[NH]+CCO,True,True,True,True,rmg_rxn_13784
[CH2]C[NH]+CCC=NN<=>CC[NH]+C[CH]C=NN,[CH2]C[NH],CCC=NN,CC[NH],C[CH]C=NN,[CH2]C[NH]+CCC=NN,CC[NH]+C[CH]C=NN,True,True,True,True,rmg_rxn_13785
[CH2]C[NH]+[N-]([NH3+])C=CC<=>CC[NH]+C[CH]C=NN,[CH2]C[NH],[N-]([NH3+])C=CC,CC[NH],C[CH]C=NN,[CH2]C[NH]+[N-]([NH3+])C=CC,CC[NH]+C[CH]C=NN,True,True,True,True,rmg_rxn_13786
[CH2]C[NH]+CCC=NN<=>[CH2]CN+C[CH]C=NN,[CH2]C[NH],CCC=NN,[CH2]CN,C[CH]C=NN,[CH2]C[NH]+CCC=NN,[CH2]CN+C[CH]C=NN,True,True,True,True,rmg_rxn_13787
[CH2]C[NH]+[N-]([NH3+])C=CC<=>[CH2]CN+C[CH]C=NN,[CH2]C[NH],[N-]([NH3+])C=CC,[CH2]CN,C[CH]C=NN,[CH2]C[NH]+[N-]([NH3+])C=CC,[CH2]CN+C[CH]C=NN,True,True,True,True,rmg_rxn_13788
[CH2]C[NH]+[NH-][NH2+]C=CC<=>CC[NH]+[N-][NH2+]C=CC,[CH2]C[NH],[NH-][NH2+]C=CC,CC[NH],[N-][NH2+]C=CC,[CH2]C[NH]+[NH-][NH2+]C=CC,CC[NH]+[N-][NH2+]C=CC,True,True,True,True,rmg_rxn_13789
[CH2]C[NH]+[NH-][NH2+]C=CC<=>[CH2]CN+[N-][NH2+]C=CC,[CH2]C[NH],[NH-][NH2+]C=CC,[CH2]CN,[N-][NH2+]C=CC,[CH2]C[NH]+[NH-][NH2+]C=CC,[CH2]CN+[N-][NH2+]C=CC,True,True,True,True,rmg_rxn_13790
[CH2]C[NH]+CCC=[N+](C)[O-]<=>CC[NH]+CCC=[N+]([CH2])[O-],[CH2]C[NH],CCC=[N+](C)[O-],CC[NH],CCC=[N+]([CH2])[O-],[CH2]C[NH]+CCC=[N+](C)[O-],CC[NH]+CCC=[N+]([CH2])[O-],True,True,True,True,rmg_rxn_13791
[CH2]C[NH]+CCC=[N+](C)[O-]<=>[CH2]CN+CCC=[N+]([CH2])[O-],[CH2]C[NH],CCC=[N+](C)[O-],[CH2]CN,CCC=[N+]([CH2])[O-],[CH2]C[NH]+CCC=[N+](C)[O-],[CH2]CN+CCC=[N+]([CH2])[O-],True,True,True,True,rmg_rxn_13792
[CH2]C[NH]+CSCC<=>CC[NH]+CSC[CH2],[CH2]C[NH],CSCC,CC[NH],CSC[CH2],[CH2]C[NH]+CSCC,CC[NH]+CSC[CH2],True,True,True,True,rmg_rxn_13793
[CH2]CN+CSC[CH2]<=>[CH2]C[NH]+CSCC,[CH2]CN,CSC[CH2],[CH2]C[NH],CSCC,[CH2]CN+CSC[CH2],[CH2]C[NH]+CSCC,True,True,True,True,rmg_rxn_13794
[CH2]C[NH]+C1CNO1<=>C1C[N]O1+CC[NH],[CH2]C[NH],C1CNO1,C1C[N]O1,CC[NH],[CH2]C[NH]+C1CNO1,C1C[N]O1+CC[NH],True,True,True,True,rmg_rxn_13795
[CH2]C[NH]+C1CNO1<=>C1C[N]O1+[CH2]CN,[CH2]C[NH],C1CNO1,C1C[N]O1,[CH2]CN,[CH2]C[NH]+C1CNO1,C1C[N]O1+[CH2]CN,True,True,True,True,rmg_rxn_13796
[CH2]C[NH]+CCOCC<=>CC[NH]+C[CH]OCC,[CH2]C[NH],CCOCC,CC[NH],C[CH]OCC,[CH2]C[NH]+CCOCC,CC[NH]+C[CH]OCC,True,True,True,True,rmg_rxn_13797
[CH2]C[NH]+CCOCC<=>[CH2]CN+C[CH]OCC,[CH2]C[NH],CCOCC,[CH2]CN,C[CH]OCC,[CH2]C[NH]+CCOCC,[CH2]CN+C[CH]OCC,True,True,True,True,rmg_rxn_13798
[CH2]C[NH]+CCCO<=>CC[NH]+C[CH]CO,[CH2]C[NH],CCCO,CC[NH],C[CH]CO,[CH2]C[NH]+CCCO,CC[NH]+C[CH]CO,True,True,True,True,rmg_rxn_13799
[CH2]C[NH]+CCCO<=>[CH2]CN+C[CH]CO,[CH2]C[NH],CCCO,[CH2]CN,C[CH]CO,[CH2]C[NH]+CCCO,[CH2]CN+C[CH]CO,True,True,True,True,rmg_rxn_13800
[CH2]C[NH]+CC=CON(N)C<=>CC[NH]+CC=CON([NH])C,[CH2]C[NH],CC=CON(N)C,CC[NH],CC=CON([NH])C,[CH2]C[NH]+CC=CON(N)C,CC[NH]+CC=CON([NH])C,True,True,True,True,rmg_rxn_13801
[CH2]C[NH]+CC=CO[NH+](C)[NH-]<=>CC[NH]+CC=CON([NH])C,[CH2]C[NH],CC=CO[NH+](C)[NH-],CC[NH],CC=CON([NH])C,[CH2]C[NH]+CC=CO[NH+](C)[NH-],CC[NH]+CC=CON([NH])C,True,True,True,True,rmg_rxn_13802
[CH2]C[NH]+CC=CON(N)C<=>[CH2]CN+CC=CON([NH])C,[CH2]C[NH],CC=CON(N)C,[CH2]CN,CC=CON([NH])C,[CH2]C[NH]+CC=CON(N)C,[CH2]CN+CC=CON([NH])C,True,True,True,True,rmg_rxn_13803
[CH2]C[NH]+CC=CO[NH+](C)[NH-]<=>[CH2]CN+CC=CON([NH])C,[CH2]C[NH],CC=CO[NH+](C)[NH-],[CH2]CN,CC=CON([NH])C,[CH2]C[NH]+CC=CO[NH+](C)[NH-],[CH2]CN+CC=CON([NH])C,True,True,True,True,rmg_rxn_13804
[CH2]C[NH]+CCNOC=CC<=>CC[NH]+CC[N]OC=CC,[CH2]C[NH],CCNOC=CC,CC[NH],CC[N]OC=CC,[CH2]C[NH]+CCNOC=CC,CC[NH]+CC[N]OC=CC,True,True,True,True,rmg_rxn_13805
[CH2]C[NH]+CCNOC=CC<=>[CH2]CN+CC[N]OC=CC,[CH2]C[NH],CCNOC=CC,[CH2]CN,CC[N]OC=CC,[CH2]C[NH]+CCNOC=CC,[CH2]CN+CC[N]OC=CC,True,True,True,True,rmg_rxn_13806
[CH2]C[NH]+CCCOC<=>CC[NH]+[CH2]CCOC,[CH2]C[NH],CCCOC,CC[NH],[CH2]CCOC,[CH2]C[NH]+CCCOC,CC[NH]+[CH2]CCOC,True,True,True,True,rmg_rxn_13807
[CH2]CN+[CH2]CCOC<=>[CH2]C[NH]+CCCOC,[CH2]CN,[CH2]CCOC,[CH2]C[NH],CCCOC,[CH2]CN+[CH2]CCOC,[CH2]C[NH]+CCCOC,True,True,True,True,rmg_rxn_13808
[CH2]C[NH]+CCCOC<=>CC[NH]+CC[CH]OC,[CH2]C[NH],CCCOC,CC[NH],CC[CH]OC,[CH2]C[NH]+CCCOC,CC[NH]+CC[CH]OC,True,True,True,True,rmg_rxn_13809
[CH2]C[NH]+CCCOC<=>[CH2]CN+CC[CH]OC,[CH2]C[NH],CCCOC,[CH2]CN,CC[CH]OC,[CH2]C[NH]+CCCOC,[CH2]CN+CC[CH]OC,True,True,True,True,rmg_rxn_13810
CC[NH]+[CH2]CCO<=>[CH2]C[NH]+CCCO,CC[NH],[CH2]CCO,[CH2]C[NH],CCCO,CC[NH]+[CH2]CCO,[CH2]C[NH]+CCCO,True,True,True,True,rmg_rxn_13811
[CH2]CN+[CH2]CCO<=>[CH2]C[NH]+CCCO,[CH2]CN,[CH2]CCO,[CH2]C[NH],CCCO,[CH2]CN+[CH2]CCO,[CH2]C[NH]+CCCO,True,True,True,True,rmg_rxn_13812
[CH2]CS+[CH2]C[NH]<=>[CH2]C[S]+CC[NH],[CH2]CS,[CH2]C[NH],[CH2]C[S],CC[NH],[CH2]CS+[CH2]C[NH],[CH2]C[S]+CC[NH],True,True,True,True,rmg_rxn_13813
[CH2]C[S]+CC[NH]<=>CC[S]+[CH2]C[NH],[CH2]C[S],CC[NH],CC[S],[CH2]C[NH],[CH2]C[S]+CC[NH],CC[S]+[CH2]C[NH],True,True,True,True,rmg_rxn_13814
[CH2]CS+[CH2]C[NH]<=>[CH2]C[S]+[CH2]CN,[CH2]CS,[CH2]C[NH],[CH2]C[S],[CH2]CN,[CH2]CS+[CH2]C[NH],[CH2]C[S]+[CH2]CN,True,True,True,True,rmg_rxn_13815
[CH2]C[S]+[CH2]CN<=>CC[S]+[CH2]C[NH],[CH2]C[S],[CH2]CN,CC[S],[CH2]C[NH],[CH2]C[S]+[CH2]CN,CC[S]+[CH2]C[NH],True,True,True,True,rmg_rxn_13816
[CH2]C[NH]+CCCOC<=>CC[NH]+C[CH]COC,[CH2]C[NH],CCCOC,CC[NH],C[CH]COC,[CH2]C[NH]+CCCOC,CC[NH]+C[CH]COC,True,True,True,True,rmg_rxn_13817
[CH2]C[NH]+CCCOC<=>[CH2]CN+C[CH]COC,[CH2]C[NH],CCCOC,[CH2]CN,C[CH]COC,[CH2]C[NH]+CCCOC,[CH2]CN+C[CH]COC,True,True,True,True,rmg_rxn_13818
CN(O)[NH]+[CH2]C[NH]<=>CN(O)[N]+CC[NH],CN(O)[NH],[CH2]C[NH],CN(O)[N],CC[NH],CN(O)[NH]+[CH2]C[NH],CN(O)[N]+CC[NH],True,True,True,True,rmg_rxn_13819
CN(O)[N]+[CH2]CN<=>CN(O)[NH]+[CH2]C[NH],CN(O)[N],[CH2]CN,CN(O)[NH],[CH2]C[NH],CN(O)[N]+[CH2]CN,CN(O)[NH]+[CH2]C[NH],True,True,True,True,rmg_rxn_13820
[N-]1O[NH+]1C+[CH2]C[NH]<=>CN1[N]O1+CC[NH],[N-]1O[NH+]1C,[CH2]C[NH],CN1[N]O1,CC[NH],[N-]1O[NH+]1C+[CH2]C[NH],CN1[N]O1+CC[NH],True,True,True,True,rmg_rxn_13821
[N-]1O[NH+]1C+[CH2]C[NH]<=>CN1[N]O1+[CH2]CN,[N-]1O[NH+]1C,[CH2]C[NH],CN1[N]O1,[CH2]CN,[N-]1O[NH+]1C+[CH2]C[NH],CN1[N]O1+[CH2]CN,True,True,True,True,rmg_rxn_13822
CC[NH]+C=[C]C<=>[CH2]C[NH]+C=CC,CC[NH],C=[C]C,[CH2]C[NH],C=CC,CC[NH]+C=[C]C,[CH2]C[NH]+C=CC,True,True,True,True,rmg_rxn_13823
[CH2]CN+C=[C]C<=>[CH2]C[NH]+C=CC,[CH2]CN,C=[C]C,[CH2]C[NH],C=CC,[CH2]CN+C=[C]C,[CH2]C[NH]+C=CC,True,True,True,True,rmg_rxn_13824
[CH2]C[NH]+CC=CC1C=CC=CC1<=>CC[NH]+CC=CC1[CH]C=CC=C1,[CH2]C[NH],CC=CC1C=CC=CC1,CC[NH],CC=CC1[CH]C=CC=C1,[CH2]C[NH]+CC=CC1C=CC=CC1,CC[NH]+CC=CC1[CH]C=CC=C1,True,True,True,True,rmg_rxn_13825
[CH2]C[NH]+CC=CC1C=CC=CC1<=>[CH2]CN+CC=CC1[CH]C=CC=C1,[CH2]C[NH],CC=CC1C=CC=CC1,[CH2]CN,CC=CC1[CH]C=CC=C1,[CH2]C[NH]+CC=CC1C=CC=CC1,[CH2]CN+CC=CC1[CH]C=CC=C1,True,True,True,True,rmg_rxn_13826
[CH2]C[NH]+C=CC<=>CC[NH]+[CH2]C=C,[CH2]C[NH],C=CC,CC[NH],[CH2]C=C,[CH2]C[NH]+C=CC,CC[NH]+[CH2]C=C,True,True,True,True,rmg_rxn_13827
[CH2]C[NH]+C=CC<=>[CH2]CN+[CH2]C=C,[CH2]C[NH],C=CC,[CH2]CN,[CH2]C=C,[CH2]C[NH]+C=CC,[CH2]CN+[CH2]C=C,True,True,True,True,rmg_rxn_13828
[CH2]C[NH]+[CH2]SCC<=>CC[NH]+[CH2]SC[CH2],[CH2]C[NH],[CH2]SCC,CC[NH],[CH2]SC[CH2],[CH2]C[NH]+[CH2]SCC,CC[NH]+[CH2]SC[CH2],True,True,True,True,rmg_rxn_13829
[CH2]C[NH]+CSC[CH2]<=>CC[NH]+[CH2]SC[CH2],[CH2]C[NH],CSC[CH2],CC[NH],[CH2]SC[CH2],[CH2]C[NH]+CSC[CH2],CC[NH]+[CH2]SC[CH2],True,True,True,True,rmg_rxn_13830
[CH2]CN+[CH2]SC[CH2]<=>[CH2]C[NH]+[CH2]SCC,[CH2]CN,[CH2]SC[CH2],[CH2]C[NH],[CH2]SCC,[CH2]CN+[CH2]SC[CH2],[CH2]C[NH]+[CH2]SCC,True,True,True,True,rmg_rxn_13831
[CH2]C[NH]+CSC[CH2]<=>[CH2]CN+[CH2]SC[CH2],[CH2]C[NH],CSC[CH2],[CH2]CN,[CH2]SC[CH2],[CH2]C[NH]+CSC[CH2],[CH2]CN+[CH2]SC[CH2],True,True,True,True,rmg_rxn_13832
[CH2]C[NH]+CC=NO<=>[CH2]C=NO+CC[NH],[CH2]C[NH],CC=NO,[CH2]C=NO,CC[NH],[CH2]C[NH]+CC=NO,[CH2]C=NO+CC[NH],True,True,True,True,rmg_rxn_13833
[CH2]C[NH]+ONC=C<=>[CH2]C=NO+CC[NH],[CH2]C[NH],ONC=C,[CH2]C=NO,CC[NH],[CH2]C[NH]+ONC=C,[CH2]C=NO+CC[NH],True,True,True,True,rmg_rxn_13834
[CH2]C[NH]+CC=NO<=>[CH2]C=NO+[CH2]CN,[CH2]C[NH],CC=NO,[CH2]C=NO,[CH2]CN,[CH2]C[NH]+CC=NO,[CH2]C=NO+[CH2]CN,True,True,True,True,rmg_rxn_13835
[CH2]C[NH]+ONC=C<=>[CH2]C=NO+[CH2]CN,[CH2]C[NH],ONC=C,[CH2]C=NO,[CH2]CN,[CH2]C[NH]+ONC=C,[CH2]C=NO+[CH2]CN,True,True,True,True,rmg_rxn_13836
[CH2]C[NH]+[CH2]CN<=>[CH2]C[NH]+CC[NH],[CH2]C[NH],[CH2]CN,[CH2]C[NH],CC[NH],[CH2]C[NH]+[CH2]CN,[CH2]C[NH]+CC[NH],True,True,True,True,rmg_rxn_13837
[NH]N+[CH2]C[NH]<=>[NH][NH]+[CH2]CN,[NH]N,[CH2]C[NH],[NH][NH],[CH2]CN,[NH]N+[CH2]C[NH],[NH][NH]+[CH2]CN,True,True,True,True,rmg_rxn_13838
[NH]N+[CH2]C[NH]<=>[NH][NH]+CC[NH],[NH]N,[CH2]C[NH],[NH][NH],CC[NH],[NH]N+[CH2]C[NH],[NH][NH]+CC[NH],True,True,True,True,rmg_rxn_13839
[CH2]C[NH]+[O-][NH+]CC<=>CC[N][O]+[CH2]CN,[CH2]C[NH],[O-][NH+]CC,CC[N][O],[CH2]CN,[CH2]C[NH]+[O-][NH+]CC,CC[N][O]+[CH2]CN,True,True,True,True,rmg_rxn_13840
