rxn_smiles,reactant_0,reactant_1,product_0,product_1,reactants,products,r1_valid,r2_valid,p1_valid,p2_valid,reaction
CCS+[CH2]COCC<=>CC[S]+CCOCC,CCS,[CH2]COCC,CC[S],CCOCC,CCS+[CH2]COCC,CC[S]+CCOCC,True,True,True,True,rmg_rxn_643
CC=NO+[CH2]COCC<=>CC=N[O]+CCOCC,CC=NO,[CH2]COCC,CC=N[O],CCOCC,CC=NO+[CH2]COCC,CC=N[O]+CCOCC,True,True,True,True,rmg_rxn_645
CCC[O]+CCOCC<=>CCCO+[CH2]COCC,CCC[O],CCOCC,CCCO,[CH2]COCC,CCC[O]+CCOCC,CCCO+[CH2]COCC,True,True,True,True,rmg_rxn_646
[CH]=CC+CCOCC<=>C=CC+[CH2]COCC,[CH]=CC,CCOCC,C=CC,[CH2]COCC,[CH]=CC+CCOCC,C=CC+[CH2]COCC,True,True,True,True,rmg_rxn_647
CC[O]+CCOCC<=>CCO+[CH2]COCC,CC[O],CCOCC,CCO,[CH2]COCC,CC[O]+CCOCC,CCO+[CH2]COCC,True,True,True,True,rmg_rxn_648
[O]O+[CH2]COCC<=>[O][O]+CCOCC,[O]O,[CH2]COCC,[O][O],CCOCC,[O]O+[CH2]COCC,[O][O]+CCOCC,True,True,True,True,rmg_rxn_649
CCC+[CH2]COCC<=>[CH2]CC+CCOCC,CCC,[CH2]COCC,[CH2]CC,CCOCC,CCC+[CH2]COCC,[CH2]CC+CCOCC,True,True,True,True,rmg_rxn_652
CSCC+[CH2]COCC<=>[CH2]SCC+CCOCC,CSCC,[CH2]COCC,[CH2]SCC,CCOCC,CSCC+[CH2]COCC,[CH2]SCC+CCOCC,True,True,True,True,rmg_rxn_653
C[CH]CC+CCCOC<=>[CH2]OCCC+CCCC,C[CH]CC,CCCOC,[CH2]OCCC,CCCC,C[CH]CC+CCCOC,[CH2]OCCC+CCCC,True,True,True,True,rmg_rxn_657
[CH2]CCC+CCCOC<=>[CH2]OCCC+CCCC,[CH2]CCC,CCCOC,[CH2]OCCC,CCCC,[CH2]CCC+CCCOC,[CH2]OCCC+CCCC,True,True,True,True,rmg_rxn_658
CCCOC+C[CH]COCC<=>[CH2]OCCC+CCCOCC,CCCOC,C[CH]COCC,[CH2]OCCC,CCCOCC,CCCOC+C[CH]COCC,[CH2]OCCC+CCCOCC,True,True,True,True,rmg_rxn_659
[CH2]OCCC+CCCOCC<=>CCCOC+CC[CH]OCC,[CH2]OCCC,CCCOCC,CCCOC,CC[CH]OCC,[CH2]OCCC+CCCOCC,CCCOC+CC[CH]OCC,True,True,True,True,rmg_rxn_660
[CH2]OCCC+CCCOCC<=>CCCOC+C[CH]OCCC,[CH2]OCCC,CCCOCC,CCCOC,C[CH]OCCC,[CH2]OCCC+CCCOCC,CCCOC+C[CH]OCCC,True,True,True,True,rmg_rxn_661
CCCOC+[CH2]CCOCC<=>[CH2]OCCC+CCCOCC,CCCOC,[CH2]CCOCC,[CH2]OCCC,CCCOCC,CCCOC+[CH2]CCOCC,[CH2]OCCC+CCCOCC,True,True,True,True,rmg_rxn_662
CCCOC+[CH2]COCCC<=>[CH2]OCCC+CCCOCC,CCCOC,[CH2]COCCC,[CH2]OCCC,CCCOCC,CCCOC+[CH2]COCCC,[CH2]OCCC+CCCOCC,True,True,True,True,rmg_rxn_663
[CH]1COCOC1+CCCOC<=>C1COCOC1+[CH2]OCCC,[CH]1COCOC1,CCCOC,C1COCOC1,[CH2]OCCC,[CH]1COCOC1+CCCOC,C1COCOC1+[CH2]OCCC,True,True,True,True,rmg_rxn_664
C1COCOC1+[CH2]OCCC<=>[CH]1CCOCO1+CCCOC,C1COCOC1,[CH2]OCCC,[CH]1CCOCO1,CCCOC,C1COCOC1+[CH2]OCCC,[CH]1CCOCO1+CCCOC,True,True,True,True,rmg_rxn_665
[CH]1OCCCO1+CCCOC<=>C1COCOC1+[CH2]OCCC,[CH]1OCCCO1,CCCOC,C1COCOC1,[CH2]OCCC,[CH]1OCCCO1+CCCOC,C1COCOC1+[CH2]OCCC,True,True,True,True,rmg_rxn_666
S+[CH2]OCCC<=>[SH]+CCCOC,S,[CH2]OCCC,[SH],CCCOC,S+[CH2]OCCC,[SH]+CCCOC,True,True,True,True,rmg_rxn_667
[CH2]OCCC+CCSCC<=>CCS[CH]C+CCCOC,[CH2]OCCC,CCSCC,CCS[CH]C,CCCOC,[CH2]OCCC+CCSCC,CCS[CH]C+CCCOC,True,True,True,True,rmg_rxn_668
[CH2]CSCC+CCCOC<=>[CH2]OCCC+CCSCC,[CH2]CSCC,CCCOC,[CH2]OCCC,CCSCC,[CH2]CSCC+CCCOC,[CH2]OCCC+CCSCC,True,True,True,True,rmg_rxn_669
CCN=O+[CH2]OCCC<=>CC=N[O]+CCCOC,CCN=O,[CH2]OCCC,CC=N[O],CCCOC,CCN=O+[CH2]OCCC,CC=N[O]+CCCOC,True,True,True,True,rmg_rxn_670
[CH2]CN=O+CCCOC<=>CCN=O+[CH2]OCCC,[CH2]CN=O,CCCOC,CCN=O,[CH2]OCCC,[CH2]CN=O+CCCOC,CCN=O+[CH2]OCCC,True,True,True,True,rmg_rxn_671
CC#CC+[CH2]OCCC<=>[CH2]C#CC+CCCOC,CC#CC,[CH2]OCCC,[CH2]C#CC,CCCOC,CC#CC+[CH2]OCCC,[CH2]C#CC+CCCOC,True,True,True,True,rmg_rxn_675
CC[NH]+[CH2]OCCC<=>CC[N]+CCCOC,CC[NH],[CH2]OCCC,CC[N],CCCOC,CC[NH]+[CH2]OCCC,CC[N]+CCCOC,True,True,True,True,rmg_rxn_676
